branch,Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Events_for_Starved_Objects,Sched_Event_Swaps_Success,Sched_Event_Swaps_Failed,Average_Memory_Usage_(MB)
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,35.1822,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1685
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,35.3871,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1524
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,35.2963,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1361
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,35.2952,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,1747
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,35.1445,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,1,0,1526
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,31.0486,16384,2529144,55,5,0,3,0,55,5,2529199,2529194,16384,3,0,1420
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,31.2802,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,1,0,1485
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,31.3741,16384,2529141,55,2,0,1,0,14,2,2529196,2529194,16384,3,0,1419
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,31.203,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,1,0,1423
master,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,31.1652,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,2,0,1421
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,37.1117,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,309
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,36.909,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,296
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,36.8803,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,300
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,36.7632,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,296
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,3,multiset,3,,asynchronous,32,36.8999,16384,2529140,55,1,0,1,0,14,1,2529195,2529194,16384,0,0,304
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,32.809,16384,2529144,55,5,0,4,0,81,5,2529199,2529194,16384,0,0,327
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,32.7476,16384,2529143,55,4,0,3,0,55,4,2529198,2529194,16384,0,0,325
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,32.7711,16384,2529139,55,0,0,0,0,0,0,2529194,2529194,16384,0,0,323
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,32.5382,16384,2529144,55,5,0,4,0,83,5,2529200,2529194,16384,0,0,320
,epidemic,"mpirun-np2-hostolaf,honi./epidemic_sim-mmodel_100k_ba.dat",6000,6,multiset,6,,asynchronous,32,32.5735,16384,2529142,55,3,0,3,0,49,3,2529197,2529194,16384,0,0,337
